idcentro,latitud,localidad,longitud,naturaleza,nombre,tipo
50011689,41.37553303,Mequinenza,0.30446750,Público,Sección Del I.E.S. Bajo Cinca,Instituto de Educación Secundaria (IES)
50005781,41.66899079,Zaragoza,-0.82997621,Concertado,La Concepción,Centro Privado con varias Enseñanzas de Régimen General
50005823,41.67842857,Venta Del Olivar,-0.96501334,Concertado,Condes De Aragón,Centro Privado con varias Enseñanzas de Régimen General
50005872,41.68593929,Villamayor,-0.76821692,Público,Mariano Castillo,Colegio Público
50005896,41.65460545,Zaragoza,-0.91100736,Público,Ana Mayayo,Colegio Público
50005902,41.64794927,Zaragoza,-0.90404660,Público,Andrés Manjón,Colegio Público
50005914,41.64402867,Zaragoza,-0.90152214,Público,Recarte Y Ornat,Colegio Público
50005926,41.65905827,Zaragoza,-0.87359253,Público,Cándido Domingo,Colegio Público
50005951,41.62702077,Zaragoza,-0.89040130,Público,Domingo Miral,Colegio Público
50005963,41.65104174,Zaragoza,-0.92768279,Público,Fernando El Católico,Colegio Público
50005975,41.64946054,Zaragoza,-0.87796395,Público,Gascón Y Marín,Colegio Público
50006001,41.66400430,Zaragoza,-0.89941156,Público,Jerónimo Zurita Y Castro,Colegio Público
50006013,41.65165356,Zaragoza,-0.89196921,Público,Joaquín Costa,Colegio Público
50006025,41.64739819,Zaragoza,-0.90616079,Público,José María Mir,Colegio Público
50006037,41.66018345,Zaragoza,-0.85832187,Público,La Jota,Colegio Público
50006049,41.64726385,Zaragoza,-0.86509258,Público,Julián Sanz Ibáñez,Colegio Público
50006751,41.65477436,Zaragoza,-0.88599589,Concertado,Escuelas Pías,Centro Privado con varias Enseñanzas de Régimen General
50006761,41.63351462,Zaragoza,-0.87105625,Concertado,Escuelas Pías De Santa Engracia,Centro Privado con varias Enseñanzas de Régimen General
50006797,41.64685167,Zaragoza,-0.91548224,Concertado,Padre Enrique De Ossó,Centro Privado con varias Enseñanzas de Régimen General
50006803,41.65105499,Zaragoza,-0.91992698,Concertado,María Inmaculada,Centro Privado con varias Enseñanzas de Régimen General
50010272,41.63208702,Zaragoza,-0.90036278,Concertado,El Salvador,Centro Privado con varias Enseñanzas de Régimen General
50010296,41.71317501,Utebo,-1.02229893,Público,Infanta Elena,Colegio Público
50010302,41.64240606,Zaragoza,-0.86193754,Público,Francisco Grande Covián,Instituto de Educación Secundaria (IES)
50010326,41.65006419,Zaragoza,-0.87829236,Público,Conservatorio Superior De Música,Conservatorio de Música o Danza
50010387,41.66747665,Zaragoza,-0.89401660,Público,Alborada,Colegio Público de Educación Especial
50010399,41.66904341,Zaragoza,-0.89482169,Público,Río Ebro,Colegio Público
50010417,41.64729922,Zaragoza,-0.88112668,Privado,Bela Bartok,Centro Privado de Música o Danza
50010430,41.11443148,Daroca,-1.41259142,Público,Pablo Bruna,Escuela Pública de Música y/o Danza
50010442,41.65017413,Zaragoza,-0.88186683,Privado,Niccolo Paganini,Centro Privado de Música o Danza
50010478,41.64797830,Zaragoza,-0.91496185,Público,Ciudad De Zaragoza,Colegio Público
50010481,41.66491211,Zaragoza,-0.88146690,Público,Cortes De Aragón,Colegio Público
50010491,41.65724663,Zaragoza,-0.91686414,Público,Santiago Hernández,Instituto de Educación Secundaria (IES)
50010511,41.67742329,Zaragoza,-0.88309190,Público,Tiempos Modernos,Instituto de Educación Secundaria (IES)
50010727,41.66816456,Zaragoza,-0.89444856,Público,Elaios,Instituto de Educación Secundaria (IES)
50010739,41.65991796,Zaragoza,-0.86081285,Público,Pilar Lorengar,Instituto de Educación Secundaria (IES)
50010818,41.35031072,Calatayud,-1.64386707,Público,Marco Valerio Marcial,Centro Público de Educación de Personas Adultas (Presenc
50010821,41.33670281,Cariñena,-1.22255432,Público,Ricardo Sola Almau,Centro Público de Educación de Personas Adultas (Presenc
50010831,41.23659827,Caspe,-0.04345001,Público,Joaquín Costa,Centro Público de Educación de Personas Adultas (Presenc
50010879,41.65547356,Zaragoza,-0.86643323,Público,Margen  Izquierda,Centro Público de Educación de Personas Adultas (Presenc
50010880,41.64581696,Zaragoza,-0.91415062,Público,Juan José Lorente,Centro Público de Educación de Personas Adultas (Presenc
50010892,41.35031072,Calatayud,-1.64386707,Público,E.O.I. De Calatayud,Escuela Oficial de Idiomas (EOI)
50010910,41.64039882,Zaragoza,-0.89094508,Privado,Santa Cecilia,Centro Privado de Música o Danza
50011033,41.71131965,Utebo,-0.99707769,Público,E.O.I. De Utebo,Escuela Oficial de Idiomas (EOI)
50011069,41.72260784,Casetas,-1.02545794,Público,Ángel Sanz Briz,Instituto de Educación Secundaria (IES)
50011070,41.78328389,Pedrola,-1.22467285,Público,Siglo XXI,Instituto de Educación Secundaria (IES)
50011094,41.63830330,Zaragoza,-0.90808529,Privado,Centro De Formación Empresarial C.A.I.,Centro Privado de Formación Profesional Específica
50011124,41.63247476,Lumpiaque,-1.30011222,Público,C.R.A. De Lumpiaque,Colegio Público
50011151,41.28675879,Maluenda,-1.61736303,Público,C.R.A. Tres Riberas,Colegio Público
50011173,41.39749174,Moros,-1.82956761,Público,C.R.A. El Mirador,Colegio Público
50011197,41.05493816,Used,-1.55839840,Público,C.R.A. Cerro De Santa Cruz,Colegio Público
50011203,41.25891690,Azuara,-0.87317617,Público,C.R.A. L' Albardín,Colegio Público
50011227,41.94874260,Novallas,-1.69730041,Público,C.R.A. Bécquer,Colegio Público
50011239,41.76640916,Figueruelas,-1.17293305,Público,C.R.A. Ínsula Barataria,Colegio Público
50017540,41.47640688,Almunia De Doña Godina (La),-1.37598211,Público,DE LA ALMUNIA DE DOÑA GODINA,Escuela de Educación Infantil
44004574,41.05248725,Alcañiz,-0.12570559,Público,Río Guadalope,Centro Público de Educación de Personas Adultas (Presenc
22010384,42.17303508,Alquezar,0.02508047,Privado,ESCUELA DE MONTAÑA DE ALQUÉZAR,Centro Privado de Enseñanzas Deportivas
22010116,41.80126102,Altorricon,0.41281091,Público,E.E.I. DE ALTORRICÓN,Escuela de Educación Infantil
44005220,40.97568391,Andorra,-0.44488192,Público,C.P.E.P.A. De Andorra,Centro Público de Educación de Personas Adultas (Presenc
44004653,40.97687385,Andorra,-0.45056895,Público,Pablo Serrano,Instituto de Educación Secundaria (IES)
50006931,41.64976015,Zaragoza,-0.87855692,Privado,Jesús Reparador,Centro Privado de Educación Infantil
50007005,41.65163426,Zaragoza,-0.90773999,Privado,Madre De Dios De Begoña,Centro Privado de Educación Infantil
50008629,41.93371714,Zuera,-0.76135579,Concertado,E.F.A. El Salto,Centro Privado de Formación Profesional Específica
50008642,41.65026168,Zaragoza,-0.92771742,Público,I.E.S. María Moliner,Instituto de Educación Secundaria (IES)
50008678,42.12848664,Ejea De Los Caballeros,-1.13020538,Público,Rector Mamés Esperabé,Colegio Público
50008691,41.65245881,Zaragoza,-0.92402704,Público,Ramiro Soláns,Colegio Público
50008708,41.63670975,Zaragoza,-0.89190587,Privado,Lady Car,Centro Privado de Formación Profesional Específica
50008770,41.91514367,Tauste,-1.25566822,Público,Río Arba,Instituto de Educación Secundaria (IES)
50008964,41.63785968,Zaragoza,-0.90446162,Privado,Montessori,Centro Privado de Educación Infantil
50008976,41.67891874,Venta Del Olivar,-0.96322743,Concertado,Antonio Machado,Centro Privado con varias Enseñanzas de Régimen General
50009051,41.64579385,Zaragoza,-0.88742601,Concertado,Plus Ultra,Centro Privado de Formación Profesional Específica
50009129,42.12292825,Ejea De Los Caballeros,-1.13766188,Público,Cinco Villas,Instituto de Educación Secundaria (IES)
50009142,41.63978264,Zaragoza,-0.86952993,Privado,Heidi,Centro Privado de Educación Infantil
50009166,41.62506947,Zaragoza,-0.87925090,Público,José  Manuel Blecua,Instituto de Educación Secundaria (IES)
50009178,41.63436696,Zaragoza,-0.87276521,Público,Pablo Gargallo,Instituto de Educación Secundaria (IES)
50009208,41.64403726,Zaragoza,-0.86163034,Público,Torre Ramona,Colegio Público
50009221,41.37553303,Mequinenza,0.30446750,Concertado,Santa Agatoclia,Centro Privado de Formación Profesional Específica
50009324,41.65659951,Zaragoza,-0.89181055,Privado,O.S.C.U.S.,Centro Privado de Educación de Personas Adultas (Presenc
50009385,41.67706379,Zaragoza,-0.87771793,Público,Zalfonada,Colegio Público
50009403,41.64871224,Zaragoza,-0.86470862,Público,Las Fuentes,Colegio Público
50009452,41.63307357,Zaragoza,-0.87385138,Público,María Moliner,Colegio Público
50009476,41.35376614,Calatayud,-1.64344706,Privado,Academia Izquierdo,Centro Privado de Formación Profesional Específica
50009491,41.64686087,Zaragoza,-0.90301768,Privado,Paidos,Centro Privado de Educación  Especial
50009531,41.62550556,Zaragoza,-0.88181738,Público,Ramón Saínz De Varanda,Colegio Público
50009543,41.50858280,Fuentes De Ebro,-0.63095705,Público,Benjamín Jarnés,Instituto de Educación Secundaria (IES)
50009567,41.66879617,Zaragoza,-0.84365184,Público,Río Gállego,Instituto de Educación Secundaria (IES)
50009610,41.77096762,Alagon,-1.12058022,Privado,Alaún,Centro Privado de Educación de Personas Adultas (Presenc
50009725,41.65093297,Zaragoza,-0.90773748,Privado,Codef,Centro Privado de Educación de Personas Adultas (Presenc
50006050,41.63212586,Zaragoza,-0.88737047,Público,Luis Vives,Colegio Público
50006074,41.64366702,Zaragoza,-0.86524216,Público,Marcos Frechín,Colegio Público
50006128,41.66855710,Zaragoza,-0.87363223,Público,San Braulio,Colegio Público
50006141,41.65775999,Zaragoza,-0.88499781,Público,Santo Domingo,Colegio Público
50006153,41.63918872,Zaragoza,-0.87837595,Público,San José De Calasanz,Colegio Público
50006165,41.66258615,Zaragoza,-0.87531757,Público,Tío Jorge,Colegio Público
50011719,41.30659512,Belchite,-0.75832874,Público,Sección Del I.E.S.Benjamín Jarnés,Instituto de Educación Secundaria (IES)
50006207,41.63588317,Zaragoza,-0.87084869,Público,Calixto Ariño-Hilario Val,Colegio Público
50006219,41.65332808,Zaragoza,-0.90400983,Público,Emilio Moreno Calvete,Colegio Público
50006220,41.65925784,Zaragoza,-0.86735644,Público,Hilarión Gimeno,Colegio Público
50006232,41.65547025,Zaragoza,-0.89942041,Público,Juan XXIII,Colegio Público
50006281,41.63945844,Zaragoza,-0.86675674,Público,Tomás Alvira,Colegio Público
50006311,41.63840590,Zaragoza,-0.89388148,Público,Basilio Paraíso,Colegio Público
50006414,41.62572242,Zaragoza,-0.90589299,Público,Virgen Del Pilar,Instituto de Educación Secundaria (IES)
50006426,41.63138281,Zaragoza,-0.88684121,Privado,Adventista Rigel,Centro Privado de Educación Primaria
50006438,41.66267762,Zaragoza,-0.90270866,Público,La Almozara,Colegio Público
50006463,41.65675600,Zaragoza,-0.89129780,Concertado,La Anunciata,Centro Privado con varias Enseñanzas de Régimen General
50006529,41.62999949,Zaragoza,-0.88172740,Concertado,El Buen Pastor,Centro Privado con varias Enseñanzas de Régimen General
50006542,41.63917473,Zaragoza,-0.88849880,Concertado,Calasancio,Centro Privado con varias Enseñanzas de Régimen General
50006554,41.65295208,Zaragoza,-0.88336077,Concertado,Calasanz,Centro Privado con varias Enseñanzas de Régimen General
50006566,41.64204918,Zaragoza,-0.89545220,Concertado,Cardenal Xavierre,Centro Privado con varias Enseñanzas de Régimen General
50006578,41.64800527,Zaragoza,-0.87801692,Concertado,Cantín Y Gamboa,Centro Privado con varias Enseñanzas de Régimen General
50006633,41.64964637,Zaragoza,-0.88626649,Concertado,Compañía De María,Centro Privado con varias Enseñanzas de Régimen General
50006682,41.63519408,Zaragoza,-0.88841742,Privado,Divina Pastora,Centro Privado de Educación Infantil
50004430,41.73928431,Sobradiel,-1.03632255,Público,Subpradel,Colegio Público
50004545,41.90653682,Tarazona,-1.72546352,Público,Joaquín Costa,Colegio Público
50004570,41.90587828,Tarazona,-1.72854358,Concertado,Sagrada Familia,Centro Privado con varias Enseñanzas de Régimen General
50004594,41.90150939,Tarazona,-1.72348683,Concertado,Ntra. Sra. Del Pilar,Centro Privado con varias Enseñanzas de Régimen General
50004612,41.90608101,Tarazona,-1.72142146,Público,C.P. Moncayo,Colegio Público
50004648,41.98520763,Sancho Abarca,-1.26981703,Público,Sancho Abarca,Colegio Público
50004703,41.91771401,Tauste,-1.25408975,Público,Alfonso I El Batallador,Colegio Público
50005011,41.71024110,Utebo,-0.99939134,Público,Miguel  Artazos Tamé,Colegio Público
50005276,41.77074655,Villanueva de Gállego,-0.82569646,Público,Pintor  Pradilla,Colegio Público
50005331,41.19202823,Villarreal De Huerva,-1.28778206,Público,Fernando El Católico,Colegio Público
50005422,41.60763978,Cartuja Baja,-0.82423398,Público,Ángel Escoriaza,Colegio Público
50005483,41.63207400,Zaragoza,-0.91499209,Privado,Virgen De Guadalupe,Centro Privado de Educación Infantil
50005537,41.62783857,Zaragoza,-0.90628732,Concertado,Madre María Rosa Molas,Centro Privado con varias Enseñanzas de Régimen General
50005550,41.71877638,Casetas,-1.02459885,Público,Ricardo Mur,Colegio Público
50005574,41.68326255,Garrapinillos,-1.02403901,Público,Gustavo Adolfo Bécquer,Colegio Público
50005586,41.69279153,Juslibol,-0.89817746,Público,Juan Enrique Iranzo,Colegio Público
50005598,41.65940999,Zaragoza,-0.94378303,Público,Julián Nieto Tapia,Colegio Público
50005628,41.66355251,Zaragoza,-0.92752550,Privado,San Alberto Magno,Centro Privado con varias Enseñanzas de Régimen General
50005631,41.68314668,Montañana,-0.82578237,Público,Hermanos Argensola,Colegio Público
50005641,41.70038570,Monzalbarba,-0.97141101,Público,Fernández Vizarra,Colegio Público
50005653,41.64998843,Movera,-0.82192343,Público,Maestro Don  Pedro Orós,Colegio Público
50005677,41.66839868,Movera,-0.83913268,Público,Juan Pablo Bonet,Colegio Público
50005707,41.75897678,Peñaflor,-0.79770333,Público,Florencio Jardiel,Colegio Público
50005744,41.71626470,San Juan De Mozarrifar,-0.84230636,Público,Andrés Oliván,Colegio Público
50010156,41.66025528,Zaragoza,-0.93972260,Público,Miralbueno,Instituto de Educación Secundaria (IES)
50010168,41.63892849,Zaragoza,-0.90512367,Concertado,Condes De Aragón,Centro Privado de Formación Profesional Específica
50010171,41.67742329,Zaragoza,-0.88309190,Público,Hermanos Marx,Colegio Público
50010193,41.66257274,Zaragoza,-0.90005146,Público,Puerta De Sancho,Colegio Público
50010223,41.63955226,Zaragoza,-0.89387762,Privado,Manuel De Falla,Centro Privado de Música o Danza
50011264,41.65430049,Zaragoza,-0.87450021,Público,Conservatorio Profesional De Música,Conservatorio de Música o Danza
50011343,41.17645264,Fabara,0.16532823,Público,C.R.A. Dos Aguas,Colegio Público
50011367,41.41581811,Frasno (El),-1.49294760,Público,C.R.A. Vicort-Isuela,Colegio Público
50005513,41.62596133,Zaragoza,-0.90788759,Concertado,Sagrada Familia,Centro Privado con varias Enseñanzas de Régimen General
50011380,41.46665575,Muel,-1.08582662,Público,C.R.A. Orba,Colegio Público
50011409,41.57544620,Villafranca De Ebro,-0.64878409,Público,C.R.A. La Sabina,Colegio Público
50011410,42.28086034,Sadaba,-1.27132585,Público,C.R.A. Los Bañales,Colegio Público
50011434,41.51470144,Fuentes De Ebro,-0.63601640,Público,C.P.E.P.A. De Fuentes De Ebro,Centro Público de Educación de Personas Adultas (Presenc
50011446,41.65654977,Zaragoza,-0.88389715,Público,Gómez Lafuente,Centro Público de Educación de Personas Adultas (Presenc
50011458,41.63556635,Zaragoza,-0.88550701,Público,Casa  Canal,Centro Público de Educación de Personas Adultas (Presenc
50011461,41.63258100,Puebla De Alfinden (La),-0.75481480,Público,C.P.E.P.A. De La Puebla De Alfindén,Centro Público de Educación de Personas Adultas (Presenc
50011495,41.63932310,Zaragoza,-0.89997307,Público,Conservatorio Municipal Elemental Música,Conservatorio de Música o Danza
50011501,41.63932310,Zaragoza,-0.89997307,Público,Conservatorio Municipal Profesional De Danza,Conservatorio de Música o Danza
50011513,41.90800580,Tarazona,-1.72079172,Público,Tubalcaín,Instituto de Educación Secundaria (IES)
50011525,41.63372800,Zaragoza,-0.90207207,Público,Miguel Catalán,Instituto de Educación Secundaria (IES)
50011549,41.64058423,Zaragoza,-0.90285337,Público,Escuela  De Música Y Danza,Escuela Pública de Música y/o Danza
50011562,41.64541903,Zaragoza,-0.91590009,Público,Antonio Beltrán Martínez,Colegio Público
50017230,42.12281706,Ejea De Los Caballeros,-1.14269729,Público,Escuela De Música De Ejea De Los Caballeros,Escuela Pública de Música y/o Danza
50010843,42.12803390,Ejea De Los Caballeros,-1.13414439,Público,Exea,Centro Público de Educación de Personas Adultas (Presenc
50010909,42.12803390,Ejea De Los Caballeros,-1.13414439,Público,E.O.I. De Ejea De Los Caballeros,Escuela Oficial de Idiomas (EOI)
50011008,41.60771692,Epila,-1.29741305,Público,IES Rodanas,Instituto de Educación Secundaria (IES)
50011215,42.11595305,Erla,-0.94879062,Público,C.R.A. Monlora,Colegio Público
50002032,41.28989045,Escatron,-0.32322977,Público,San Javier,Colegio Público
22010104,41.79748954,Esplus,0.27316492,Público,E.E.I. DE ESPLÚS,Escuela de Educación Infantil
50018064,41.64993266,Zaragoza,-0.93332895,Privado,MI COLE,Centro Privado de Educación Infantil
50017916,41.53489200,Maria De Huerva,-0.99972831,Público,C.P. San Roque,Colegio Público
44010318,40.35199534,Teruel,-1.11939750,Privado,MAFALDA-LAS VIÑAS,Centro Privado de Educación Infantil
50018052,41.64556018,Zaragoza,-0.89543282,Privado,PATINETE,Centro Privado de Educación Infantil
22010441,42.14328420,Huesca,-0.42068123,Privado,ALBADA,Centro Privado de Educación Infantil
44010173,40.73650693,Ojos Negros,-1.49941085,Público,DE OJOS NEGROS,Escuela de Educación Infantil
44010185,41.04819432,Mazaleon,0.10119743,Público,DE MAZALEÓN,Escuela de Educación Infantil
50018313,41.77505542,Villanueva de Gállego,-0.82120420,Público,ZAGALICOS,Escuela de Educación Infantil
50018374,41.62851069,Zaragoza,-0.87408391,Público,LA PAZ,Escuela de Educación Infantil
22010301,41.82468022,Binaced,0.19975973,Público,ABABOL,Escuela de Educación Infantil
50018234,41.66020947,Zaragoza,-0.87091950,Privado,LA LOCOMOTORA,Centro Privado de Educación Infantil
50018192,41.64490350,Zaragoza,-0.86962008,Público,LA PIRAÑA,Escuela de Educación Infantil
50018179,41.37663416,Mequinenza,0.30250446,Público,LA RUELLA,Escuela de Educación Infantil
50018180,41.73928431,Sobradiel,-1.03632255,Público,LA PARVADICA,Escuela de Educación Infantil
50018441,41.50887303,Fuentes De Ebro,-0.62864620,Público,DE FUENTES DE EBRO,Escuela de Educación Infantil
50018039,41.59892142,Epila,-1.27685403,Público,ISABEL DE ARAGÓN,Escuela de Educación Infantil
22010438,42.01557196,Gurrea De Gallego,-0.76365492,Público,DE GURREA DE GÁLLEGO,Escuela de Educación Infantil
50017977,41.52359616,Brea De Aragon,-1.59862953,Público,DE BREA DE ARAGÓN,Escuela de Educación Infantil
22010396,42.12827999,Huesca,-0.40365144,Privado,KID'S GARDEN HUESCA,Centro Privado de Educación Infantil
50018167,41.67517738,Zaragoza,-0.87761466,Privado,DUENDEDUCA,Centro Privado de Educación Infantil
50009749,41.66340747,Zaragoza,-0.85802428,Público,La Estrella,Colegio Público
50009762,41.64226418,Zaragoza,-0.90490928,Público,E.O.I. Nº 1,Escuela Oficial de Idiomas (EOI)
50009774,41.65690962,Zaragoza,-0.89046282,Privado,Cumbre,Centro Privado de Formación Profesional Específica
50017527,41.66601345,Zaragoza,-0.87251141,Público,PIRINEOS,Escuela de Educación Infantil
50009889,41.65421623,Zaragoza,-0.88527717,Concertado,Academia Marco,Centro Privado de Formación Profesional Específica
50009944,41.65329864,Zaragoza,-0.91337669,Público,Monsalud,Colegio Público
50009993,41.65110610,Zaragoza,-0.87631675,Público,Concepción Arenal,Centro Público de Educación de Personas Adultas (Presenc
50010028,41.77096762,Alagon,-1.12058022,Concertado,Alaún,Centro Privado de Formación Profesional Específica
50010090,41.63536363,Zaragoza,-0.90670401,Privado,María Montessori,Centro Privado de Formación Profesional Específica
22010131,42.03715529,Barbastro,0.12575656,Público,ESCUELA DE MÚSICA,Escuela Pública de Música y/o Danza
22010153,42.13487868,Huesca,-0.41260398,Privado,ACEP ARAGÓN - HUESCA,Centro Privado de Formación Profesional Específica
22010189,42.13425041,Huesca,-0.40262416,Privado,PARCHÍS,Centro Privado de Educación Infantil
44010070,40.34323218,Teruel,-1.10778114,Público,EXTENSIÓN DE ESCUELA SUPERIOR DE DISEÑO,Escuela Superior de Artes Plásticas y Diseño
44010082,41.04390618,Alcañiz,-0.12810018,Privado,VEO-VEO,Centro Privado de Educación Infantil
50006670,41.67738343,Zaragoza,-0.87188411,Privado,CHILDREN,Centro Privado de Educación Infantil
50017291,41.62737857,Zaragoza,-0.87554841,Privado,NUESTRA SEÑORA DE LA PAZ,Centro Privado de Educación Infantil
50017321,41.73579405,Pinseque,-1.09952837,Público,E.E.I. DE PINSEQUE,Escuela de Educación Infantil
50017345,41.67150415,Zaragoza,-0.89331943,Privado,EL MANZANO,Centro Privado de Educación Infantil
50017357,41.65814438,Zaragoza,-0.89339452,Privado,ROMERO II,Centro Privado de Formación Profesional Específica
50017370,41.65431252,Zaragoza,-0.87941292,Privado,ESCUELA POPULAR DE MÚSICA,Escuela Privada de Música y/o Danza
50017382,41.65398330,Zaragoza,-0.85891133,Privado,CHICOTES,Centro Privado de Educación Infantil
50017400,41.63552958,Zaragoza,-0.88592661,Privado,PABLO NASSARRE,Escuela Privada de Música y/o Danza
50017412,41.47850611,Almunia De Doña Godina (La),-1.37193503,Público,ESCUELA DE MÚSICA,Escuela Pública de Música y/o Danza
50017424,41.66533760,Zaragoza,-0.88966452,Privado,Tambor,Centro Privado de Educación Infantil
50017436,41.77063657,Alagon,-1.12169902,Privado,JOTA ARAGONESA,Centro Privado de Educación Infantil
50009592,41.86014825,Zuera,-0.79086147,Público,Gallicum,Instituto de Educación Secundaria (IES)
50017448,41.58111577,Muela (La),-1.11650696,Público,Colegio Público de Infantil y Primaria de La Muela Borrado,Colegio Público
50017311,41.64884424,Zaragoza,-0.87810079,Público,Escuela superior de diseño,Escuela Superior de Artes Plásticas y Diseño
50017448,41.58111577,Muela (La),-1.11650696,Público,Gil Tarín,Colegio Público
44010094,40.34714038,Teruel,-1.10987276,Privado,DUMBO,Centro Privado de Educación Infantil
22010190,41.86753657,Tamarite De Litera,0.42116377,Público,EL TAMARINDO,Escuela de Educación Infantil
50017503,41.66228724,Zaragoza,-0.87427277,Privado,OCÉANO ATLÁNTICO,Centro Privado de Formación Profesional Específica
22010232,41.84857081,Binefar,0.29754190,Público,CONCEPCIÓN BAÑERES,Escuela de Educación Infantil
50017591,41.64299737,Zaragoza,-0.87402725,Privado,ENCLAVE DE AR-T,Escuela Privada de Música y/o Danza
50017576,41.44265654,Sabiñan,-1.56291101,Público,DE SABIÑÁN,Escuela de Educación Infantil
50017473,41.64754714,Zaragoza,-0.90049264,Privado,"E.A.N.T.A., ESCUELA ARAGONESA DE NATURISMO Y TERAPIAS ALTERNATIVAS",Centro Privado de Formación Profesional Específica
50017461,41.67244280,Zaragoza,-0.87653543,Privado,CHIP Y CHOP,Centro Privado de Educación Infantil
22010219,42.14385699,Huesca,-0.41520296,Privado,PASITO  A PASO,Centro Privado de Educación Infantil
50006815,41.63971341,Zaragoza,-0.89447796,Concertado,La Salle Franciscanas,Centro Privado con varias Enseñanzas de Régimen General
50006839,41.62480053,Zaragoza,-0.90392438,Privado,Fuentes Claras,Centro Privado de Educación Infantil
50006840,41.64904286,Zaragoza,-0.90119753,Concertado,Hijas De San José,Centro Privado con varias Enseñanzas de Régimen General
50006888,41.64659243,Zaragoza,-0.87497366,Concertado,Inmaculada Concepción,Centro Privado con varias Enseñanzas de Régimen General
22005406,42.41134280,Ainsa,0.13922547,Público,Sobrarbe,Instituto de Educación Secundaria (IES)
22000071,42.41064778,Ainsa,0.13785724,Público,Asunción Pañart Montaner,Colegio Público
50017655,41.81674123,Ainzon,-1.51859762,Público,C.P. El Pomillo,Colegio Público
50006581,41.64491303,Zaragoza,-0.88907663,Concertado,Montessori,Centro Privado con varias Enseñanzas de Régimen General
50000126,41.76976112,Alagon,-1.12710001,Público,Aragón,Colegio Público
50000151,41.77228011,Alagon,-1.12461505,Concertado,Ntra. Sra Del Castillo,Centro Privado con varias Enseñanzas de Régimen General
50017187,41.76935108,Alagon,-1.12142494,Público,Miguel Arnaudas,Escuela Pública de Música y/o Danza
50017631,41.77228011,Alagon,-1.12461505,Público,DE ALAGÓN,Escuela de Educación Infantil
44010331,41.03201818,Albalate Del Arzobispo,-0.59277430,Público,DE ALBALATE DEL ARZOBISPO,Escuela de Educación Infantil
22005674,41.86510697,Albelda,0.46155782,Público,C.R.A. La Llitera,Colegio Público
44005177,41.05230232,Alcañiz,-0.12908168,Público,Bajo Aragón,Instituto de Educación Secundaria (IES)
44004446,41.05230232,Alcañiz,-0.12908168,Público,E.O.I. De Alcañiz,Escuela Oficial de Idiomas (EOI)
44005050,41.04787833,Alcañiz,-0.12934556,Público,Virgen De Pueyos,Escuela Pública de Música y/o Danza
44010161,41.05188630,Alcañiz,-0.13096665,Privado,SOLETES,Centro Privado de Educación Infantil
44010276,41.05228229,Alcañiz,-0.12932562,Público,LA SELVETA,Escuela de Educación Infantil
22006113,41.72137507,Alcolea De Cinca,0.11004696,Público,Cinca-Alcanadre,Instituto de Educación Secundaria (IES)
22000251,41.72137507,Alcolea De Cinca,0.11004696,Público,José Manuel Blecua,Colegio Público
44010008,40.89533489,Alcorisa,-0.38017385,Público,Escuela  De Música,Escuela Pública de Música y/o Danza
44004847,40.89533489,Alcorisa,-0.38017385,Público,C.P.E.P.A.  De Alcorisa,Centro Público de Educación de Personas Adultas (Presenc
44005098,40.89297789,Alcorisa,-0.38273991,Público,DAMIÁN FORMENT,Instituto de Educación Secundaria (IES)
44000325,40.89324494,Alcorisa,-0.38334196,Público,El Justicia De Aragón,Colegio Público
50011306,41.40913601,Alfamen,-1.17977897,Público,Mateo Valero,Colegio Público
50017679,41.29749913,Alhama De Aragon,-1.88929215,Público,C.P. Pablo Luna,Colegio Público
44004677,40.67366802,Aliaga,-0.70299607,Público,C.R.A. Pablo Antonio Crespo,Colegio Público
50000369,41.39826401,Almonacid De La Sierra,-1.32179505,Público,Arzobispo Doménech,Colegio Público
22000299,42.04114792,Almudevar,-0.58391700,Público,Santos Samper Sarasa,Colegio Público
22006022,42.04114792,Almudevar,-0.58391700,Público,AULA DE EDUCACIÓN DE ADULTOS,Centro Público de Educación de Personas Adultas (Presenc
22010360,42.03909090,Almudevar,-0.58126702,Público,@S`CRI@S,Escuela de Educación Infantil
50010533,41.47198364,Almunia De Doña Godina (La),-1.37079543,Público,Cabañas,Instituto de Educación Secundaria (IES)
50011471,41.47575291,Almunia De Doña Godina (La),-1.37584408,Público,C.P.E.P.A.  De La Almunia De Doña Godina,Centro Público de Educación de Personas Adultas (Presenc
22010220,42.13148141,Huesca,-0.40696387,Privado,ZIMBEL,Centro Privado de Educación Infantil
50017485,41.64653569,Zaragoza,-0.88599543,Privado,COLUMBUS,Centro Privado de Formación Profesional Específica
22010256,42.03628255,Barbastro,0.13293073,Privado,ENCANTARIA,Centro Privado de Educación Infantil
44010112,40.89415776,Alcorisa,-0.38068064,Público,DE ALCORISA,Escuela de Educación Infantil
50017667,41.40049645,Longares,-1.16824333,Público,C.P. Diego Escolano,Colegio Público
44010136,40.93881399,Calanda,-0.22952455,Público,DE CALANDA,Escuela de Educación Infantil
44010124,40.98731974,Valdealgorfa,-0.03368255,Público,LOS MONCHONES,Escuela de Educación Infantil
50017801,41.66305585,Zaragoza,-0.88232435,Privado,CU CU-TAS TAS,Centro Privado de Educación Infantil
50017771,41.62490217,Zaragoza,-0.90994541,Privado,PEQUENINOS,Centro Privado de Educación Infantil
