idcentro,latitud,localidad,longitud,naturaleza,nombre,tipo
50017813,41.66580985,Zaragoza,-0.82733500,Privado,ZARADUENDES,Centro Privado de Educación Infantil
22010293,42.27613514,Ayerbe,-0.68825059,Público,DE AYERBE,Escuela de Educación Infantil
50017621,41.53882756,Maria De Huerva,-0.99626397,Privado,EL OSITO,Centro Privado de Educación Infantil
50017722,41.64463464,Zaragoza,-0.90329778,Privado,CENTRO DE TECNIFICACIÓN DE LA FEDERACIÓN ARAGONESA DE FÚTBOL,Centro Privado de Enseñanzas Deportivas
50017734,41.87085651,Zuera,-0.78506365,Público,LAS BALSAS,Escuela de Educación Infantil
50017746,41.23364497,Caspe,-0.04689904,Público,DE CASPE,Escuela de Educación Infantil
22010281,42.19002158,Graus,0.33591796,Público,DE GRAUS,Escuela de Educación Infantil
50017515,41.66999000,Utebo,-0.87890906,Privado,CENTRO NACIONAL DE ESTUDIOS E INVESTIGACIÓN DE FÚTBOL SALA,Centro Privado de Enseñanzas Deportivas
50017783,41.55713141,Cadrete,-0.96154661,Público,ARCO-IRIS,Escuela de Educación Infantil
50017795,41.76767094,Villanueva de Gállego,-0.82136675,Público,EVARISTO BERNAL,Escuela Pública de Música y/o Danza
50017761,41.83741291,Remolinos,-1.17826078,Privado,REMOLINOS,Centro Privado de Enseñanzas Deportivas
50017904,41.83381739,San Mateo De Gallego,-0.76489239,Público,C.P. Galo Ponte,Colegio Público
44010203,41.04859428,Alcañiz,-0.13019526,Público,Juan Lorenzo Palmireno,Colegio Público
50018258,41.65951680,Zaragoza,-0.86393743,Público,Marie Curie,Colegio Público
50004946,42.56639925,Undues De Lerda,-1.16932486,Público,C.P. Undués de Lerda,Colegio Público
50018428,41.70387658,Utebo,-0.99350951,Público,IES Torre de los Espejos,Instituto de Educación Secundaria (IES)
22010347,41.80039577,Altorricon,0.41263327,Público,DE ALTORRICÓN,Escuela Pública de Música y/o Danza
50017941,41.64959871,Zaragoza,-0.90656895,Privado,EL BARQUITO DE PAPEL,Centro Privado de Educación Infantil
50017931,41.57121973,Burgo De Ebro (El),-0.74205496,Público,LA COMETA,Escuela de Educación Infantil
50017990,41.53861024,Maria De Huerva,-0.99691034,Privado,MI MUNDO,Centro Privado de Educación Infantil
22010311,42.60562628,Benasque,0.52456650,Público,LA MAINADA,Escuela de Educación Infantil
50017849,41.65953480,Zaragoza,-0.87312551,Privado,EL TREN CHU-CHU,Centro Privado de Educación Infantil
50017825,41.28941094,Escatron,-0.32314012,Público,DE ESCATRÓN,Escuela de Educación Infantil
50017928,41.67020946,Zaragoza,-0.89271977,Privado,EL BOSQUE,Centro Privado de Educación Infantil
44010252,40.83556513,Montalban,-0.79866593,Público,DE MONTALBÁN,Escuela de Educación Infantil
22010451,42.41060697,Ainsa,0.13847201,Público,DE AÍNSA,Escuela Pública de Música y/o Danza
50018155,41.63937142,Zaragoza,-0.88396231,Privado,MOLINER,Escuela Privada de Música y/o Danza
44010288,40.79573023,Escucha,-0.81115553,Público,SALVADOR SALVADOR NAVARRO,Escuela Pública de Música y/o Danza
44010227,40.92670222,Fresneda (La),0.07523909,Público,DE LA FRESNEDA,Escuela de Educación Infantil
44010239,40.80834794,Fuentespalda,0.06772829,Público,DE FUENTESPALDA,Escuela de Educación Infantil
50018404,41.76140301,Fuendejalon,-1.47246204,Público,DE FUENDEJALÓN,Escuela de Educación Infantil
22010475,42.26267920,Nueno,-0.45104107,Público,DE NUENO,Escuela de Educación Infantil
22005340,42.39207080,Aineto,-0.19273589,Público,Valle Del Guarga,Colegio Público
44010069,40.97460884,Andorra,-0.44213898,Público,LA MALENA,Escuela de Educación Infantil
50011161,41.44423028,Aniñon,-1.70709899,Público,C.R.A. Río Ribota,Colegio Público
50011318,41.31012984,Ariza,-2.06015086,Público,C.R.A. Puerta De Aragón,Colegio Público
50018091,41.31012984,Ariza,-2.06015086,Público,DE ARIZA,Escuela de Educación Infantil
50011252,41.33186921,Ateca,-1.78988803,Público,Zaurín,Instituto de Educación Secundaria (IES)
22000706,41.61920663,Ballobar,0.19245833,Público,Francisco Galiay Sarañana,Colegio Público
22004611,42.03979118,Barbastro,0.12325276,Público,Martínez Vargas,Instituto de Educación Secundaria (IES)
22004906,42.03442413,Barbastro,0.12967058,Público,Pedro I,Colegio Público
22005960,42.03149417,Barbastro,0.13206923,Público,Somontano,Centro Público de Educación de Personas Adultas (Presenc
22010037,42.03928113,Barbastro,0.12355320,Público,E.O.I Río Vero,Escuela Oficial de Idiomas (EOI)
22000731,42.03298514,Barbastro,0.12155357,Público,La Merced,Colegio Público
22000767,42.03320415,Barbastro,0.11907493,Concertado,San Vicente De Paul,Centro Privado con varias Enseñanzas de Régimen General
22010426,41.69194406,Belver De Cinca,0.18083782,Público,DE BELVER DE CINCA,Escuela de Educación Infantil
44005153,40.92227990,Bello,-1.49941803,Público,C.R.A. Campo Bello,Colegio Público
22010359,42.10923395,Benabarre,0.48017180,Público,DE BENABARRE,Escuela de Educación Infantil
22006125,42.62856452,Biescas,-0.32173589,Público,Sección De I.E.S Biello Aragón,Instituto de Educación Secundaria (IES)
22010268,42.62757745,Biescas,-0.32468085,Público,DE BIESCAS,Escuela de Educación Infantil
22005741,41.82446046,Binaced,0.19901459,Público,C.R.A. El Trébol,Colegio Público
22005388,41.85479028,Binefar,0.29470005,Público,Sierra De San Quílez,Instituto de Educación Secundaria (IES)
22001073,41.84291134,Binefar,0.29865764,Público,Víctor Mendoza Mendoza,Colegio Público
50017965,41.84956771,Boquiñeni,-1.25226924,Público,DE BOQUIÑENI,Escuela de Educación Infantil
50018301,41.83491435,Borja,-1.52817459,Público,BALTASAR GONZÁLEZ,Escuela de Educación Infantil
50011321,41.49751592,Bujaraloz,-0.14711308,Público,C.R.A. L' Albada,Colegio Público
50011331,41.56905204,Burgo De Ebro (El),-0.74154104,Público,C.R.A. María Moliner,Colegio Público
44004938,40.91266106,Calamocha,-1.30095807,Público,Aula De Calamocha,Centro Público de Educación de Personas Adultas (Presenc
44000799,40.91266106,Calamocha,-1.30095807,Público,Ricardo Mallén,Colegio Público
44005141,40.93891615,Calanda,-0.22933808,Público,Escuela De Música,Escuela Pública de Música y/o Danza
44000829,40.94057312,Calanda,-0.22901601,Público,Virgen Del Pilar,Colegio Público
50001088,41.90241425,Calatayud,-1.72061202,Público,Salvador Minguijón,Colegio Público
50001179,41.35743297,Calatayud,-1.63628886,Público,Emilio Jimeno,Instituto de Educación Secundaria (IES)
50008666,41.35128504,Calatayud,-1.64923169,Público,Augusta Bílbilis,Colegio Público
50001222,41.52807685,Calatorao,-1.34200504,Público,Domingo Jiménez Beltrán,Colegio Público
22005054,42.42621900,Caldearenas,-0.66435606,Público,Virgen De Los Ríos,Colegio Público
44004941,40.83868304,Caminreal,-1.32492299,Público,Aula De Caminreal,Centro Público de Educación de Personas Adultas (Presenc
22001358,42.40973212,Campo,0.39748251,Público,Cerbín,Colegio Público
22001437,42.74883444,Canfranc-Estacion,-0.51519833,Público,Los Arañones,Colegio Público
22005704,42.19628089,Capella,0.39436953,Público,C.R.A. Baja Ribagorza,Colegio Público
50001349,41.33832099,Cariñena,-1.22539896,Público,Joaquín Costa,Instituto de Educación Secundaria (IES)
50018210,41.33586702,Cariñena,-1.18378801,Público,ARCO IRIS,Escuela de Educación Infantil
50017643,41.60599693,Cartuja Baja,-0.82401166,Privado,LA CARTUJA BAJA,Centro Privado de Educación Infantil
50010867,41.71925084,Casetas,-1.02550453,Público,Miguel Hernández,Centro Público de Educación de Personas Adultas (Presenc
50017205,41.71811578,Casetas,-1.02605584,Privado,NUESTRA SEÑORA DE LA ROSA,Centro Privado de Educación Infantil
50017850,41.71807106,Casetas,-1.02515263,Privado,EL DUENDE DEL BOSQUE,Centro Privado de Educación Infantil
50010764,41.23252713,Caspe,-0.04627905,Público,Alejo Lorén Albareda,Colegio Público
22010177,42.51246474,Castejon De Sos,0.48554453,Público,LA MAINADA,Escuela de Educación Infantil
44004811,40.98141716,Castelseras,-0.14792521,Público,C.R.A. Del Mezquín,Colegio Público
22010098,42.76724039,Candanchu,-0.51232137,Privado,Escuela Española De Esquí,Centro Privado de Enseñanzas Deportivas
44010148,40.98114814,Castelseras,-0.14444822,Público,Santa Bárbara,Escuela de Educación Infantil
44004732,40.79921896,Castellote,-0.31682210,Público,C.R.A. Olea,Colegio Público
44010197,40.43684996,Cedrillas,-0.84989498,Público,EL PARQUE,Escuela de Educación Infantil
44005128,40.45501103,Cella,-1.28042191,Público,Sierra Palomera,Instituto de Educación Secundaria (IES)
44001159,40.45663799,Cella,-1.28700994,Público,Miguel Blasco Vilatela,Colegio Público
44010240,40.93514738,Codoñera (La),-0.08682701,Público,LA CODOÑERA,Escuela de Educación Infantil
22005820,41.91060028,Conchel,0.18198067,Público,C.R.A. Arco Iris,Colegio Público
44005131,40.92919103,Cretas,0.21184047,Público,C.R.A. Algars,Colegio Público
50008952,41.59039101,Cuarte De Huerva,-0.92896096,Público,Ramón Y Cajal,Colegio Público
50018283,41.58545899,Cuarte De Huerva,-0.94503807,Público,CP FORO ROMANO,Colegio Público
22001656,41.66378587,Chalamera,0.16295646,Público,Ramón J. Sender,Colegio Público
22005728,42.14554792,Chimillas,-0.45666797,Público,C.R.A. Montearagón,Colegio Público
50010284,41.11073499,Daroca,-1.42017305,Público,Comunidad De Daroca,Instituto de Educación Secundaria (IES)
50011483,41.11433899,Daroca,-1.41534602,Público,C.P.E.P.A. De  Daroca,Centro Público de Educación de Personas Adultas (Presenc
50017758,41.11488701,Daroca,-1.41063998,Público,PINOCHO,Escuela de Educación Infantil
50001775,42.13129220,Ejea De Los Caballeros,-1.31190747,Público,Ferrer Y Racaj,Colegio Público
50001799,42.12347403,Ejea De Los Caballeros,-1.14081434,Concertado,Ntra. Sra. De Las Mercedes,Centro Privado con varias Enseñanzas de Régimen General
22002727,42.56827216,Jaca,-0.55275320,Público,Domingo Miral,Instituto de Educación Secundaria (IES)
22002739,42.57782718,Jaca,-0.54115424,Público,E.H. De Jaca,Residencia
22002740,42.55970620,Jaca,-0.78775878,Público,Instituto De Formación Agroambiental,Instituto de Formación Profesional
22010207,42.57444419,Jaca,-0.55129921,Público,DE JACA,Escuela de Educación Infantil
50002512,41.77057311,Joyosa (La),-1.12096398,Público,Ramón Y Cajal,Colegio Público
22003100,42.20047083,Lupiñen,-0.59649201,Público,San Ginés,Colegio Público
50004077,41.50804189,Ricla,-1.40213511,Público,Maestro Monreal,Colegio Público
50017989,41.51159583,Ricla,-1.40077804,Público,NERTÓBRIGA,Escuela de Educación Infantil
22005856,41.87282398,Robres,-0.45850496,Público,C.R.A. La Sabina,Colegio Público
44004781,40.19020708,Rubielos De Mora,-0.65217302,Público,C.R.A. Pórtico De Aragón,Colegio Público
44004926,40.13303615,Rubielos De Mora,-0.62520718,Público,C.P.E.P.A. De Rubielos De Mora,Centro Público de Educación de Personas Adultas (Presenc
22003860,42.51987496,Sabiñanigo,-0.36432894,Concertado,Santa Ana,Centro Privado con varias Enseñanzas de Régimen General
22003902,42.52084493,Sabiñanigo,-0.36385294,Público,San Alberto Magno,Instituto de Educación Secundaria (IES)
22005662,42.52065394,Sabiñanigo,-0.36963301,Público,E.O.I. De Sabiñánigo,Escuela Oficial de Idiomas (EOI)
22010128,42.52037997,Sabiñanigo,-0.36777796,Público,CARDELINA,Escuela de Educación Infantil
50011690,42.28521800,Sadaba,-1.27124991,Público,Sección  Del I.E.S.Reyes Católicos,Instituto de Educación Secundaria (IES)
50018027,42.28521800,Sadaba,-1.27124991,Público,DE SÁDABA,Escuela de Educación Infantil
22004943,42.57605437,Sahun,0.46481806,Concertado,Ntra. Sra. De Guayente,Centro Privado de Formación Profesional Específica
22010013,42.77212009,Sallent De Gallego,-0.33280790,Público,E.E.I. De Sallent De Gállego,Escuela de Educación Infantil
44004628,40.35812914,San Blas,-1.17672595,Público,C.R.A. Turia,Colegio Público
44003028,40.35888557,San Blas,-1.19003035,Público,I.F.P. De San Blas,Instituto de Formación Profesional
50008630,41.76647409,San Gregorio,-0.78289632,Privado,Cedes,Centro Privado de Educación  Especial
50003851,41.73634297,Pinseque,-1.09978188,Público,Miguel Artigas,Colegio Público
50017588,41.82948106,San Mateo De Gallego,-0.76567628,Privado,PEQUES,Centro Privado de Educación Infantil
50008782,41.94001575,Santa Engracia,-1.32558546,Público,Santa Engracia,Colegio Público
50700215,41.63586776,Zaragoza,-0.87085274,Público,Eq. Espec Motoricos,Colegio Público
50010181,41.64603983,Zaragoza,-0.92177369,Público,Hispanidad,Colegio Público
50010041,41.71140928,Utebo,-1.00089765,Público,Pedro Cerrada,Instituto de Educación Secundaria (IES)
50001702,41.11073499,Daroca,-1.42017305,Público,Pedro Sánchez Ciruelo,Colegio Público
50011771,41.68255807,Garrapinillos,-1.02545352,Privado,Garrapiniños,Centro Privado de Educación Infantil
44004321,41.04859428,Alcañiz,-0.13019526,Público,Juan Lorenzo Palmireno,Escuela de Educación Infantil
50007194,41.63801339,Zaragoza,-0.88640557,Concertado,Ntra. Sra. De La Merced,Centro Privado con varias Enseñanzas de Régimen General
50018209,41.70600861,Utebo,-0.99759807,Privado,ZAGALICOS,Centro Privado de Educación Infantil
50011240,42.19762312,Pinsoro,-1.33643551,Público,C.R.A. Luis Buñuel,Colegio Público
22003926,42.55428895,Senegüe,-0.34718096,Público,Miguel Servet,Colegio Público
2065,41.66491211,Zaragoza,-0.88146690,Público,Centro Comisión C.F. Grado Medio Zaragoza,Colegio Público
44005207,40.40954571,Albarracin,-1.43195076,Público,I.E.S. Lobetano,Instituto de Educación Secundaria (IES)
22003835,42.52226556,Sabiñanigo,-0.36650597,Público,Montecorona,Colegio Público
50011756,41.63888160,Zaragoza,-0.89857489,Privado,Peluche,Centro Privado de Educación Infantil
22002351,42.14145946,Huesca,-0.40736377,Público,San Vicente,Colegio Público
50011422,41.79811644,Leciñena,-0.60940576,Público,C.R.A. Bajo Gállego,Colegio Público
50009211,41.65390479,Zaragoza,-0.91687008,Público,Félix De Azara,Instituto de Educación Secundaria (IES)
22010074,42.13759619,Huesca,-0.40132731,Privado,CLUB MINNIE,Centro Privado de Educación Infantil
50018295,41.65776705,Zaragoza,-0.93218380,Privado,ZARAPEQUES,Centro Privado de Educación Infantil
50010946,41.66059847,Zaragoza,-0.90386767,Público,Andalán,Instituto de Educación Secundaria (IES)
22010165,42.60349711,Benasque,0.51840847,Privado,ESCUELA DE MONTAÑA DE BENASQUE,Centro Privado de Enseñanzas Deportivas
22005200,42.12969099,Huesca,-0.40823201,Público,Pedro J. Rubio,Colegio Público
44003272,40.33660406,Teruel,-1.10701194,Público,Ensanche,Colegio Público
50005291,41.35445549,Villanueva De Huerva,-1.03675816,Público,San Blas,Colegio Público
50018040,41.66312892,Zaragoza,-0.98829675,Público,NUESTRA SEÑORA DE LORETO,Escuela de Educación Infantil
22010876,41.52556265,Fraga,0.33424667,Público,Fraga III,Colegio Público
50018106,41.12348174,Maella,0.13798357,Público,DE MAELLA,Escuela de Educación Infantil
50011379,41.62826502,Magallon,-0.89136281,Público,C.R.A. La Huecha,Colegio Público
50010247,41.19244001,Mainar,-1.30295208,Público,Santa Ana,Colegio Público
50017953,41.28593900,Maluenda,-1.61852413,Público,BLANCANIEVES,Escuela de Educación Infantil
50002937,41.90134694,Mallen,-1.41804332,Público,C.P. Manlia,Colegio Público
50011677,41.90185898,Mallen,-1.41840428,Público,Valle Del  Huecha,Instituto de Educación Secundaria (IES)
50017692,41.90185898,Mallen,-1.41840428,Público,DE MALLÉN,Escuela de Educación Infantil
44004707,40.86641901,Mata De Los Olmos (La),-0.52010602,Público,C.R.A. Somontano-Bajo Aragón,Colegio Público
44004665,40.78833797,Monreal Del Campo,-1.35702596,Público,Salvador Victoria,Instituto de Educación Secundaria (IES)
44002152,40.78351199,Monreal Del Campo,-1.35786198,Público,Ntra. Sra. Del Pilar,Colegio Público
44010306,40.78788298,Monreal Del Campo,-1.35758296,Público,RICARDA GONZALO DE LIRIA,Escuela de Educación Infantil
44005001,40.83126283,Montalban,-0.80215175,Público,Cuenca Minera,Centro Público de Educación de Personas Adultas (Presenc
22005157,41.91116832,Monzon,0.18284789,Público,La Alegría,Colegio Público de Educación Especial
22005376,41.91674425,Monzon,0.19380171,Público,Conservatorio Profesional De Música,Conservatorio de Música o Danza
22003252,41.90937730,Monzon,0.18799586,Concertado,Santa Ana,Centro Privado con varias Enseñanzas de Régimen General
22003276,41.91453331,Monzon,0.19351628,Concertado,Minte,Centro Privado con varias Enseñanzas de Régimen General
22003288,41.90486031,Monzon,0.18510905,Público,José Mor De Fuentes,Instituto de Educación Secundaria (IES)
44002221,40.24843398,Mora De Rubielos,-0.75151199,Público,San Miguel,Colegio Público
50003206,41.47499682,Morata De Jalon,-1.47248111,Público,Lucas Arribas,Colegio Público
50005690,41.63785043,Movera,-0.79955100,Público,Instituto De Formación  Profesionalespecífica De  Movera,Instituto de Formación Profesional
50011057,41.64357805,Movera,-0.81750978,Privado,La Alfranca,Centro Privado con varias Enseñanzas de Régimen General
22010414,41.52620393,Osso De Cinca,0.34630684,Público,SANTA MARGARITA,Escuela de Educación Infantil
50011392,41.24960409,Paniza,-1.15472909,Público,C.R.A. La Cepa,Colegio Público
22005431,42.30494544,Paules De Sarsa,0.04026252,Público,C.P. De Paules De Sarsa,Colegio Público
22005686,41.49348696,Peñalba,-0.15152507,Público,C.R.A. MONTESNEGROS,Colegio Público
44004756,40.75538315,Peñarroya De Tastavins,0.03932003,Público,C.R.A. Tastavíns,Colegio Público
50017680,41.48788867,Pina De Ebro,-0.52956536,Público,Ramón y Cajal,Colegio Público
50003863,41.73925995,Pinseque,-1.09798879,Concertado,E.F.A. La Noria,Centro Privado de Formación Profesional Específica
22003586,42.58192080,Plan,0.29511152,Público,C.R.A. Cinca-Cinqueta,Colegio Público
50003981,41.84734060,Pradilla De Ebro,-1.24999529,Público,Joaquín Costa,Colegio Público
50017394,41.63329208,Puebla De Alfinden (La),-0.74910794,Público,JUNQUICOS,Escuela de Educación Infantil
50017898,41.63189291,Puebla De Alfinden (La),-0.75709113,Público,Reino de Aragón,Colegio Público
22005789,42.55928322,Puente La Reina De Jaca,-0.78808387,Público,C.R.A. Río Aragón,Colegio Público
44004471,41.10743420,Puigmoreno,-0.25155210,Público,C.R.A. Regallo,Colegio Público
50018118,41.42629679,Quinto,-0.49643378,Público,DE QUINTO,Escuela de Educación Infantil
50004053,41.84150722,Remolinos,-1.17817336,Público,Alfredo Muíños,Colegio Público
50019299,41.59725304,Cuarte de Huerva,-0.92320400,Público,"CEIP ""Cuarte  III""",Colegio Público
44010537,41.05230230,Alcañiz,-0.12908163,Público,BAJO ARAGÓN,Centro Público Integrado de Formación Profesional
50001180,41.35292000,Calatayud,-1.62858245,Público,ACADEMIA DE LOGÍSTICA DEL EJÉRCITO DE TIERRA,Centro Docente de Formación Militar
50008654,41.63923185,Zaragoza,-0.87872642,Concertado,CEFOR IZQUIERDO,Centro Privado de Formación Profesional Específica
50018829,41.64339402,Zaragoza,-0.89751832,Público,CORONA DE ARAGÓN,Centro Público Integrado de Formación Profesional
50018842,41.63283651,Puebla de Alfindén (La),-0.74897434,Público,ÍTACA,Sección de Instituto de Educación Secundaria
44003223,40.32685335,Teruel,-1.09827836,Público,Segundo De Chomón,Instituto de Educación Secundaria (IES)
50018568,41.64330362,Zaragoza,-0.99231422,Privado,FANTASÍA-PLAZA,Centro Privado de Educación Infantil y F. P.
-20160001,41.62532834,Zaragoza,-0.95723100,Público,Arcosur,Colegio Público
-20160002,41.62674178,Zaragoza,-0.93440031,Público,Valdespartera 3,Colegio Público
50019500,41.66896870,Zaragoza,-0.87231070,Público,IES El Rabal,Instituto de Educación Secundaria (IES)
50019378,41.58131148,Cuarte de Huerva,-0.95279352,Concertado,Internacional Ánfora,Centro Privado con varias Enseñanzas de Régimen General
50017564,41.94020570,Santa Engracia,-1.32650642,Público,DE SANTA ENGRACIA,Escuela de Educación Infantil
50018830,41.65658100,Zaragoza,-0.85650990,Público,Vadorrey-Les Alles,Colegio Público
22005030,41.78920900,Sariñena,-0.15307021,Público,Monegros-Gaspar Lax,Instituto de Educación Secundaria (IES)
50011707,41.32322563,Sastago,-0.34554937,Público,Sección Del I.E.S. Benjamín Jarnés,Instituto de Educación Secundaria (IES)
50004478,42.49648075,Sos Del Rey Catolico,-1.21545137,Público,Isidoro Gil De Jaz,Colegio Público
50004481,42.49648075,Sos Del Rey Catolico,-1.21545137,Público,Manuela Pérez De Biel,Residencia
22004271,41.86178695,Tamarite De Litera,0.42868591,Público,San Miguel,Colegio Público
22005391,41.86178695,Tamarite De Litera,0.42868591,Público,La Llitera,Instituto de Educación Secundaria (IES)
22005479,41.86789997,Tamarite De Litera,0.42074596,Público,Litera,Centro Público de Educación de Personas Adultas (Presenc
22005871,41.86671193,Tamarite De Litera,0.42057038,Público,La Melusa,Colegio Público
50010922,41.90571013,Tarazona,-1.72666683,Público,Conservatorio Elemental De Música,Conservatorio de Música o Danza
50011021,41.90471616,Tarazona,-1.72834774,Público,El Posito,Centro Público de Educación de Personas Adultas (Presenc
50017837,41.90596802,Tarazona,-1.72022916,Público,DE TARAZONA,Escuela de Educación Infantil
22005844,41.97745497,Tardienta,-0.53716000,Público,C.R.A. Violada Monegros,Colegio Público
50017552,41.91708565,Tauste,-1.25435650,Público,DE TAUSTE,Escuela de Educación Infantil
44003107,40.34150710,Teruel,-1.10312797,Público,Miguel Vallés,Colegio Público
44003120,40.35281603,Teruel,-1.10924393,Público,Las Anejas,Colegio Público
44003235,40.34103008,Teruel,-1.10850304,Público,VEGA DEL TURIA,Instituto de Educación Secundaria (IES)
50009661,42.49807479,Sos Del Rey Catolico,-1.21544336,Privado,Isidoro Gil De Jaz Y Manuela Pérez De Biel,Centro Privado de Educación Infantil
50006700,41.65744075,Zaragoza,-0.85547861,Concertado,Don Bosco,Centro Privado con varias Enseñanzas de Régimen General
44000246,41.04927340,Alcañiz,-0.12541452,Público,Emilio Diaz,Colegio Público
22010086,42.14039049,Huesca,-0.41160664,Público,ESCRBCA-Huesca,Escuela Superior de Artes Plásticas y Diseño
50017369,41.63588270,Zaragoza,-0.87084745,Público,Angel Riviere,Colegio Público
50019287,41.63555640,Zaragoza,-0.94770130,Público,Zaragoza Sur,Colegio de Educación Infantil y Primaria
50018088,41.47712974,Mores,-1.56807099,Público,FRANCISCA GIL DE LA RIVA,Escuela de Educación Infantil
50005562,41.71766265,Casetas,-1.02690724,Concertado,San Miguel,Centro Privado de Educación Primaria
50017451,41.70249287,Utebo,-0.99878273,Público,Parque Europa,Colegio Público
50018121,41.70449136,Utebo,-0.99523838,Público,Octavus,Colegio Público
50007492,41.63237635,Zaragoza,-0.92779556,Concertado,La Salle-Santo Angel,Centro Privado de Educación Secundaria
50008034,41.63884523,Zaragoza,-0.86334852,Concertado,Bajo Aragón,Centro Privado con varias Enseñanzas de Régimen General
50008125,41.64339392,Zaragoza,-0.89751599,Público,Corona De Aragón,Instituto de Educación Secundaria (IES)
50008186,41.64464390,Zaragoza,-0.92339093,Público,Ramón Pignatelli,Instituto de Educación Secundaria (IES)
50017096,41.66578571,Zaragoza,-0.89229976,Concertado,Arsenio Jimeno,Centro Privado de Formación Profesional Específica
50010314,41.64500851,Zaragoza,-0.92214258,Público,Los Enlaces,Instituto de Educación Secundaria (IES)
50010958,41.67375263,Zaragoza,-0.89661691,Público,Miguel De Molinos,Instituto de Educación Secundaria (IES)
50010995,41.64656578,Zaragoza,-0.87689706,Público,Medina Albaida,Instituto de Educación Secundaria (IES)
50011100,41.63754046,Zaragoza,-0.90984675,Concertado,Sagrado Corazón-Moncayo,Centro Privado con varias Enseñanzas de Régimen General
50011550,41.65500021,Zaragoza,-0.89044112,Público,Ramón Y Cajal,Instituto de Educación Secundaria (IES)
50005793,41.67279671,Zaragoza,-0.82981847,Público,Ítaca,Instituto de Educación Secundaria (IES)
50009348,41.67706379,Zaragoza,-0.87771793,Público,Avempace,Instituto de Educación Secundaria (IES)
50010144,41.64420853,Zaragoza,-0.86337998,Público,Pablo Serrano,Instituto de Educación Secundaria (IES)
50017886,41.66551595,Zaragoza,-0.87027261,Público,IES La Azucarera,Instituto de Educación Secundaria (IES)
50018416,41.68797593,Zaragoza,-0.87345224,Público,IES Parque Goya,Instituto de Educación Secundaria (IES)
22000056,42.14263002,Adahuesca,-0.01297698,Público,C.R.A. Vero-Alcanadre,Colegio Público
50002123,41.23745399,Fayon,0.33435914,Público,Ntra. Sra. Del Pilar,Colegio Público
22004888,41.52553295,Fraga,0.33958097,Público,Bajo Cinca,Instituto de Educación Secundaria (IES)
22006061,41.51476890,Fraga,0.32569495,Privado,Pati,Centro Privado de Educación Infantil
22001875,41.51916397,Fraga,0.35094750,Público,Miguel Servet,Colegio Público
50001672,41.26387928,Chiprana,-0.12650267,Público,Lucio Fabio Severo,Colegio Público
22001899,41.52694294,Fraga,0.33590988,Concertado,Santa Ana,Centro Privado con varias Enseñanzas de Régimen General
22010402,41.52121437,Fraga,0.34081231,Público,XIQUETS,Escuela de Educación Infantil
50011291,41.75973788,Fuendejalon,-1.47229575,Público,C.R.A. Las Viñas,Colegio Público
50017709,41.86845354,Gallur,-1.31682779,Público,DE GALLUR,Escuela Pública de Música y/o Danza
50011355,41.41011999,Gelsa,-0.45766015,Público,C.R.A. Del Ebro,Colegio Público
50011148,41.54694409,Gotor,-1.64901377,Público,C.R.A. Aranda-Isuela,Colegio Público
22002090,42.41149096,Grado (El),0.10582862,Concertado,E.F.A. El Poblado,Centro Privado de Educación Secundaria
22002156,42.19079896,Graus,0.33852088,Público,Joaquín Costa,Colegio Público
22010372,42.01730450,Gurrea De Gallego,-0.75964376,Público,DE GURREA DE GÁLLEGO,Escuela Pública de Música y/o Danza
44001706,41.22084981,Hijar,-0.38083161,Público,Luis Turón,Colegio Público
44010321,41.17482592,Hijar,-0.45054611,Público,EL CASTILLO,Escuela de Educación Infantil
22005121,42.14015394,Huesca,-0.42092398,Público,San Lorenzo,Instituto de Educación Secundaria (IES)
22005133,42.13687797,Huesca,-0.41808605,Público,Conservatorio Profesional De Música,Conservatorio de Música o Danza
22005212,42.14360295,Huesca,-0.40510803,Público,E.O.I. De Huesca,Escuela Oficial de Idiomas (EOI)
22010001,41.97130198,Huesca,-0.36413306,Privado,San Jorge,Centro Privado de Educación  Especial
22002417,42.13955295,Huesca,-0.41068404,Concertado,Santa Ana,Centro Privado con varias Enseñanzas de Régimen General
22002429,42.14449597,Huesca,-0.41631501,Privado,Ntra.Sra.Del Pilar,Centro Privado de Educación Infantil
22002478,42.14001496,Huesca,-0.41419198,Concertado,San Viator,Centro Privado con varias Enseñanzas de Régimen General
22002491,42.12706598,Huesca,-0.39979901,Público,Montearagón,Instituto de Formación Profesional
22002511,42.11739692,Huesca,-0.44624395,Público,Pirámide,Instituto de Educación Secundaria (IES)
22010323,42.13051398,Huesca,-0.40158496,Público,Pirineos-Pyrénées,Colegio Público
22010463,42.13687797,Huesca,-0.41808605,Público,LAS PAJARITAS,Escuela de Educación Infantil
50010961,41.53828605,Illueca,-1.62477983,Público,Sierra De La Virgen,Instituto de Educación Secundaria (IES)
22004839,42.57604216,Jaca,-0.54405614,Público,Monte Oroel,Colegio Público
22005224,42.58178314,Jaca,-0.53674055,Público,Escuela De Música Y Danza,Escuela Pública de Música y/o Danza
22010049,42.56790819,Jaca,-0.55303216,Público,Extensión De E.O.I.,Escuela Oficial de Idiomas (EOI)
44004331,41.05045175,Alcañiz,-0.13252453,Público,Conservatorio Profesional De Música,Conservatorio de Música o Danza
22010050,42.13767656,Huesca,-0.41086317,Privado,Las Ocas,Centro Privado de Educación Infantil
